<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.04.09	15:45:00	1.08782	1.09099	1.08773	1.09040	2195	0	0
2020.04.09	16:00:00	1.09043	1.09206	1.08950	1.09176	2254	0	0
2020.04.09	16:15:00	1.09176	1.09416	1.09119	1.09406	2134	0	0
2020.04.09	16:30:00	1.09403	1.09404	1.09254	1.09389	2325	0	0
2020.04.09	16:45:00	1.09389	1.09389	1.09243	1.09310	1652	0	0
2020.04.09	17:00:00	1.09310	1.09340	1.09148	1.09296	1922	0	0
2020.04.09	17:15:00	1.09296	1.09315	1.09197	1.09268	1626	0	0
2020.04.09	17:30:00	1.09268	1.09299	1.09165	1.09221	1530	0	0
2020.04.09	17:45:00	1.09223	1.09452	1.09181	1.09368	1952	0	0
2020.04.09	18:00:00	1.09367	1.09421	1.09254	1.09421	1840	0	0
2020.04.09	18:15:00	1.09417	1.09451	1.09328	1.09337	1692	0	0
2020.04.09	18:30:00	1.09333	1.09339	1.09256	1.09319	1029	0	0
2020.04.09	18:45:00	1.09319	1.09389	1.09291	1.09301	873	0	0
2020.04.09	19:00:00	1.09301	1.09363	1.09227	1.09256	1107	0	0
2020.04.09	19:15:00	1.09256	1.09333	1.09240	1.09269	941	0	0
2020.04.09	19:30:00	1.09269	1.09294	1.09247	1.09272	829	0	0
2020.04.09	19:45:00	1.09272	1.09388	1.09258	1.09359	905	0	0
2020.04.09	20:00:00	1.09359	1.09384	1.09304	1.09384	963	0	0
2020.04.09	20:15:00	1.09384	1.09442	1.09366	1.09417	743	0	0
2020.04.09	20:30:00	1.09417	1.09515	1.09411	1.09466	1325	0	0
2020.04.09	20:45:00	1.09466	1.09468	1.09377	1.09446	1115	0	1
2020.04.09	21:00:00	1.09446	1.09448	1.09265	1.09368	1331	0	0
2020.04.09	21:15:00	1.09368	1.09462	1.09334	1.09416	1249	0	0
2020.04.09	21:30:00	1.09414	1.09440	1.09292	1.09308	1128	0	0
2020.04.09	21:45:00	1.09313	1.09318	1.09198	1.09220	1226	0	0
2020.04.09	22:00:00	1.09219	1.09255	1.09205	1.09242	814	0	0
2020.04.09	22:15:00	1.09242	1.09288	1.09212	1.09264	982	0	1
2020.04.09	22:30:00	1.09264	1.09291	1.09224	1.09270	1016	0	1
2020.04.09	22:45:00	1.09269	1.09366	1.09238	1.09359	1075	0	0
2020.04.09	23:00:00	1.09359	1.09395	1.09329	1.09331	429	0	0
2020.04.09	23:15:00	1.09331	1.09336	1.09276	1.09318	277	0	2
2020.04.09	23:30:00	1.09318	1.09322	1.09236	1.09291	449	0	0
2020.04.09	23:45:00	1.09291	1.09331	1.09275	1.09285	498	0	1
2020.04.10	00:00:00	1.09286	1.09311	1.09286	1.09298	88	0	2
2020.04.10	00:15:00	1.09298	1.09314	1.09186	1.09200	157	0	1
2020.04.10	00:30:00	1.09201	1.09272	1.09185	1.09230	230	0	36
2020.04.10	00:45:00	1.09230	1.09291	1.09214	1.09252	121	0	11
2020.04.10	01:00:00	1.09252	1.09252	1.09218	1.09218	104	0	19
2020.04.10	01:15:00	1.09218	1.09282	1.09200	1.09278	124	0	15
2020.04.10	01:30:00	1.09278	1.09285	1.09233	1.09280	160	0	1
2020.04.10	01:45:00	1.09280	1.09291	1.09241	1.09272	368	0	5
2020.04.10	02:00:00	1.09272	1.09326	1.09266	1.09296	382	0	0
2020.04.10	02:15:00	1.09296	1.09352	1.09269	1.09318	1158	0	9
2020.04.10	02:30:00	1.09320	1.09336	1.09242	1.09250	898	0	5
2020.04.10	02:45:00	1.09249	1.09257	1.09205	1.09224	347	0	2
2020.04.10	03:00:00	1.09224	1.09244	1.09199	1.09221	220	0	3
2020.04.10	03:15:00	1.09221	1.09237	1.09194	1.09215	512	0	0
2020.04.10	03:30:00	1.09214	1.09261	1.09214	1.09250	308	0	1
2020.04.10	03:45:00	1.09249	1.09267	1.09204	1.09223	619	0	1
2020.04.10	04:00:00	1.09223	1.09240	1.09205	1.09218	793	0	2
2020.04.10	04:15:00	1.09218	1.09235	1.09212	1.09223	529	0	3
2020.04.10	04:30:00	1.09223	1.09278	1.09220	1.09252	484	0	2
2020.04.10	04:45:00	1.09252	1.09277	1.09239	1.09277	237	0	4
2020.04.10	05:00:00	1.09277	1.09283	1.09261	1.09273	729	0	2
2020.04.10	05:15:00	1.09274	1.09282	1.09263	1.09271	327	0	4
2020.04.10	05:30:00	1.09271	1.09282	1.09249	1.09268	299	0	1
2020.04.10	05:45:00	1.09268	1.09361	1.09263	1.09336	1075	0	0
2020.04.10	06:00:00	1.09336	1.09376	1.09317	1.09368	623	0	0
2020.04.10	06:15:00	1.09367	1.09375	1.09355	1.09373	402	0	5
2020.04.10	06:30:00	1.09376	1.09434	1.09361	1.09431	971	0	0
2020.04.10	06:45:00	1.09431	1.09433	1.09391	1.09425	1041	0	0
2020.04.10	07:00:00	1.09425	1.09425	1.09371	1.09379	475	0	0
2020.04.10	07:15:00	1.09387	1.09421	1.09373	1.09393	369	0	0
2020.04.10	07:30:00	1.09393	1.09419	1.09358	1.09379	867	0	1
2020.04.10	07:45:00	1.09378	1.09391	1.09368	1.09377	1232	0	0
2020.04.10	08:00:00	1.09376	1.09385	1.09270	1.09302	623	0	4
2020.04.10	08:15:00	1.09298	1.09322	1.09284	1.09297	959	0	6
2020.04.10	08:30:00	1.09301	1.09383	1.09299	1.09375	722	0	0
2020.04.10	08:45:00	1.09372	1.09421	1.09372	1.09398	497	0	1
2020.04.10	09:00:00	1.09398	1.09403	1.09384	1.09394	345	0	4
2020.04.10	09:15:00	1.09394	1.09415	1.09385	1.09409	328	0	0
2020.04.10	09:30:00	1.09409	1.09442	1.09404	1.09430	304	0	1
2020.04.10	09:45:00	1.09430	1.09490	1.09417	1.09474	669	0	0
2020.04.10	10:00:00	1.09473	1.09504	1.09468	1.09487	527	0	0
2020.04.10	10:15:00	1.09487	1.09518	1.09479	1.09510	234	0	1
2020.04.10	10:30:00	1.09509	1.09515	1.09501	1.09507	197	0	2
2020.04.10	10:45:00	1.09507	1.09510	1.09349	1.09374	839	0	0
2020.04.10	11:00:00	1.09374	1.09472	1.09370	1.09464	823	0	0
2020.04.10	11:15:00	1.09464	1.09466	1.09405	1.09448	815	0	0
2020.04.10	11:30:00	1.09448	1.09462	1.09421	1.09454	315	0	0
2020.04.10	11:45:00	1.09454	1.09459	1.09419	1.09422	456	0	1
2020.04.10	12:00:00	1.09421	1.09451	1.09419	1.09444	180	0	2
2020.04.10	12:15:00	1.09443	1.09480	1.09442	1.09459	622	0	0
2020.04.10	12:30:00	1.09467	1.09470	1.09431	1.09444	604	0	0
2020.04.10	12:45:00	1.09444	1.09451	1.09424	1.09451	228	0	0
2020.04.10	13:00:00	1.09451	1.09473	1.09448	1.09455	171	0	0
2020.04.10	13:15:00	1.09455	1.09458	1.09437	1.09445	348	0	0
2020.04.10	13:30:00	1.09445	1.09446	1.09418	1.09435	144	0	1
2020.04.10	13:45:00	1.09435	1.09445	1.09391	1.09410	297	0	0
2020.04.10	14:00:00	1.09410	1.09418	1.09383	1.09411	349	0	0
2020.04.10	14:15:00	1.09412	1.09417	1.09386	1.09400	333	0	0
2020.04.10	14:30:00	1.09401	1.09403	1.09372	1.09392	342	0	0
2020.04.10	14:45:00	1.09391	1.09391	1.09361	1.09368	589	0	0
2020.04.10	15:00:00	1.09368	1.09422	1.09368	1.09412	440	0	0
2020.04.10	15:15:00	1.09408	1.09426	1.09378	1.09413	758	0	0
2020.04.10	15:30:00	1.09399	1.09425	1.09392	1.09419	227	0	0
2020.04.10	15:45:00	1.09419	1.09446	1.09413	1.09426	308	0	0
2020.04.10	16:00:00	1.09426	1.09441	1.09414	1.09428	471	0	0
2020.04.10	16:15:00	1.09428	1.09475	1.09426	1.09474	350	0	0
2020.04.10	16:30:00	1.09474	1.09491	1.09435	1.09436	530	0	0
2020.04.10	16:45:00	1.09436	1.09464	1.09432	1.09451	978	0	0
2020.04.10	17:00:00	1.09450	1.09479	1.09442	1.09464	227	0	1
2020.04.10	17:15:00	1.09463	1.09470	1.09449	1.09468	143	0	3
2020.04.10	17:30:00	1.09468	1.09488	1.09467	1.09485	136	0	5
2020.04.10	17:45:00	1.09485	1.09511	1.09479	1.09509	207	0	1
2020.04.10	18:00:00	1.09509	1.09516	1.09430	1.09443	1098	0	0
2020.04.10	18:15:00	1.09443	1.09480	1.09440	1.09452	772	0	1
2020.04.10	18:30:00	1.09452	1.09483	1.09450	1.09466	728	0	1
2020.04.10	18:45:00	1.09466	1.09497	1.09442	1.09485	747	0	5
2020.04.10	19:00:00	1.09479	1.09522	1.09469	1.09491	465	0	2
2020.04.10	19:15:00	1.09491	1.09503	1.09480	1.09495	157	0	7
2020.04.10	19:30:00	1.09495	1.09505	1.09483	1.09494	326	0	7
2020.04.10	19:45:00	1.09494	1.09497	1.09466	1.09477	202	0	7
2020.04.10	20:00:00	1.09477	1.09480	1.09465	1.09474	158	0	10
2020.04.10	20:15:00	1.09474	1.09477	1.09391	1.09404	533	0	0
2020.04.10	20:30:00	1.09404	1.09409	1.09353	1.09371	444	0	0
2020.04.10	20:45:00	1.09371	1.09377	1.09320	1.09323	515	0	5
2020.04.10	21:00:00	1.09322	1.09371	1.09321	1.09352	252	0	7
2020.04.10	21:15:00	1.09352	1.09363	1.09322	1.09345	590	0	10
2020.04.10	21:30:00	1.09345	1.09347	1.09334	1.09341	275	0	12
2020.04.10	21:45:00	1.09339	1.09347	1.09327	1.09335	149	0	8
2020.04.10	22:00:00	1.09334	1.09339	1.09322	1.09323	169	0	7
2020.04.10	22:15:00	1.09323	1.09351	1.09323	1.09348	159	0	13
2020.04.10	22:30:00	1.09348	1.09389	1.09338	1.09349	183	0	12
2020.04.10	22:45:00	1.09353	1.09368	1.09331	1.09354	115	0	18
2020.04.10	23:00:00	1.09363	1.09384	1.09354	1.09360	931	0	12
2020.04.10	23:15:00	1.09365	1.09401	1.09353	1.09361	903	0	11
2020.04.10	23:30:00	1.09361	1.09371	1.09356	1.09364	542	0	23
2020.04.10	23:45:00	1.09364	1.09367	1.09342	1.09347	708	0	42
2020.04.13	00:00:00	1.09428	1.09444	1.09282	1.09366	54	0	25
2020.04.13	00:15:00	1.09387	1.09402	1.09357	1.09400	71	0	11
2020.04.13	00:30:00	1.09400	1.09401	1.09359	1.09369	77	0	37
2020.04.13	00:45:00	1.09396	1.09409	1.09359	1.09409	75	0	17
2020.04.13	01:00:00	1.09409	1.09409	1.09339	1.09339	562	0	2
2020.04.13	01:15:00	1.09339	1.09352	1.09324	1.09340	729	0	0
2020.04.13	01:30:00	1.09340	1.09368	1.09329	1.09359	769	0	0
2020.04.13	01:45:00	1.09359	1.09383	1.09338	1.09364	637	0	1
2020.04.13	02:00:00	1.09364	1.09364	1.09337	1.09354	764	0	1
2020.04.13	02:15:00	1.09354	1.09367	1.09332	1.09348	608	0	2
2020.04.13	02:30:00	1.09347	1.09363	1.09341	1.09343	525	0	3
2020.04.13	02:45:00	1.09344	1.09348	1.09304	1.09314	551	0	1
2020.04.13	03:00:00	1.09314	1.09379	1.09283	1.09352	1073	0	1
2020.04.13	03:15:00	1.09353	1.09372	1.09318	1.09336	1253	0	1
2020.04.13	03:30:00	1.09336	1.09360	1.09325	1.09348	1003	0	2
2020.04.13	03:45:00	1.09348	1.09348	1.09290	1.09297	895	0	0
2020.04.13	04:00:00	1.09297	1.09372	1.09273	1.09367	895	0	1
2020.04.13	04:15:00	1.09367	1.09421	1.09306	1.09307	1200	0	1
2020.04.13	04:30:00	1.09307	1.09311	1.09272	1.09308	999	0	1
2020.04.13	04:45:00	1.09308	1.09316	1.09279	1.09312	508	0	2
2020.04.13	05:00:00	1.09312	1.09312	1.09254	1.09256	408	0	1
2020.04.13	05:15:00	1.09256	1.09293	1.09248	1.09268	832	0	1
2020.04.13	05:30:00	1.09268	1.09286	1.09255	1.09279	681	0	1
2020.04.13	05:45:00	1.09279	1.09297	1.09278	1.09288	562	0	0
2020.04.13	06:00:00	1.09288	1.09293	1.09254	1.09291	1029	0	0
2020.04.13	06:15:00	1.09291	1.09302	1.09290	1.09298	327	0	2
2020.04.13	06:30:00	1.09298	1.09334	1.09296	1.09327	422	0	1
2020.04.13	06:45:00	1.09327	1.09351	1.09323	1.09332	413	0	2
2020.04.13	07:00:00	1.09332	1.09375	1.09332	1.09358	454	0	2
2020.04.13	07:15:00	1.09358	1.09386	1.09356	1.09366	446	0	2
2020.04.13	07:30:00	1.09366	1.09385	1.09351	1.09377	622	0	1
2020.04.13	07:45:00	1.09377	1.09378	1.09351	1.09367	771	0	0
2020.04.13	08:00:00	1.09367	1.09374	1.09332	1.09362	421	0	1
2020.04.13	08:15:00	1.09362	1.09372	1.09352	1.09368	254	0	2
2020.04.13	08:30:00	1.09369	1.09403	1.09360	1.09392	417	0	0
2020.04.13	08:45:00	1.09392	1.09392	1.09334	1.09337	413	0	1
2020.04.13	09:00:00	1.09336	1.09403	1.09335	1.09401	876	0	0
2020.04.13	09:15:00	1.09400	1.09511	1.09382	1.09486	1156	0	0
2020.04.13	09:30:00	1.09486	1.09638	1.09440	1.09607	1804	0	0
2020.04.13	09:45:00	1.09607	1.09660	1.09576	1.09620	1286	0	0
2020.04.13	10:00:00	1.09620	1.09653	1.09559	1.09633	1570	0	0
2020.04.13	10:15:00	1.09633	1.09676	1.09592	1.09615	1067	0	0
2020.04.13	10:30:00	1.09615	1.09631	1.09479	1.09479	1289	0	0
2020.04.13	10:45:00	1.09479	1.09513	1.09439	1.09465	1928	0	0
2020.04.13	11:00:00	1.09465	1.09470	1.09370	1.09371	1561	0	0
2020.04.13	11:15:00	1.09372	1.09383	1.09272	1.09323	1982	0	0
2020.04.13	11:30:00	1.09323	1.09343	1.09281	1.09313	1230	0	0
2020.04.13	11:45:00	1.09313	1.09349	1.09296	1.09312	822	0	0
2020.04.13	12:00:00	1.09312	1.09335	1.09301	1.09311	417	0	0
2020.04.13	12:15:00	1.09311	1.09369	1.09310	1.09365	586	0	0
2020.04.13	12:30:00	1.09365	1.09380	1.09343	1.09361	507	0	0
2020.04.13	12:45:00	1.09361	1.09386	1.09358	1.09382	344	0	1
2020.04.13	13:00:00	1.09382	1.09386	1.09056	1.09114	1336	0	0
2020.04.13	13:15:00	1.09114	1.09133	1.09031	1.09108	2001	0	0
2020.04.13	13:30:00	1.09108	1.09193	1.09090	1.09177	999	0	0
2020.04.13	13:45:00	1.09177	1.09182	1.09123	1.09139	983	0	0
2020.04.13	14:00:00	1.09139	1.09140	1.09099	1.09129	873	0	0
2020.04.13	14:15:00	1.09129	1.09196	1.09092	1.09192	964	0	0
2020.04.13	14:30:00	1.09192	1.09247	1.09188	1.09218	1130	0	0
2020.04.13	14:45:00	1.09218	1.09311	1.09202	1.09301	1113	0	0
2020.04.13	15:00:00	1.09301	1.09315	1.09233	1.09264	1881	0	0
2020.04.13	15:15:00	1.09264	1.09265	1.09198	1.09229	1605	0	1
2020.04.13	15:30:00	1.09229	1.09301	1.09219	1.09238	1699	0	1
2020.04.13	15:45:00	1.09238	1.09279	1.09169	1.09224	1621	0	0
2020.04.13	16:00:00	1.09224	1.09232	1.09163	1.09196	1420	0	0
2020.04.13	16:15:00	1.09196	1.09210	1.09058	1.09060	1243	0	0
2020.04.13	16:30:00	1.09060	1.09116	1.09049	1.09060	1957	0	0
2020.04.13	16:45:00	1.09060	1.09123	1.09055	1.09106	1795	0	0
2020.04.13	17:00:00	1.09106	1.09149	1.09066	1.09148	1431	0	0
2020.04.13	17:15:00	1.09148	1.09181	1.09122	1.09149	1208	0	1
2020.04.13	17:30:00	1.09149	1.09165	1.09066	1.09067	1030	0	0
2020.04.13	17:45:00	1.09067	1.09118	1.08965	1.08999	2083	0	0
2020.04.13	18:00:00	1.08999	1.09038	1.08925	1.08950	1666	0	0
2020.04.13	18:15:00	1.08950	1.09061	1.08940	1.09052	1059	0	0
2020.04.13	18:30:00	1.09052	1.09080	1.09042	1.09074	947	0	0
2020.04.13	18:45:00	1.09074	1.09081	1.09029	1.09054	908	0	1
2020.04.13	19:00:00	1.09053	1.09110	1.09038	1.09110	685	0	0
2020.04.13	19:15:00	1.09109	1.09140	1.09079	1.09117	924	0	0
2020.04.13	19:30:00	1.09117	1.09136	1.09086	1.09090	776	0	0
2020.04.13	19:45:00	1.09090	1.09186	1.09078	1.09168	1382	0	0
2020.04.13	20:00:00	1.09168	1.09168	1.09060	1.09065	1000	0	0
2020.04.13	20:15:00	1.09064	1.09089	1.09056	1.09068	607	0	0
2020.04.13	20:30:00	1.09068	1.09160	1.09056	1.09150	903	0	0
2020.04.13	20:45:00	1.09150	1.09239	1.09134	1.09199	1730	0	0
2020.04.13	21:00:00	1.09199	1.09236	1.09193	1.09201	1268	0	0
2020.04.13	21:15:00	1.09201	1.09216	1.09165	1.09183	883	0	0
2020.04.13	21:30:00	1.09183	1.09213	1.09172	1.09186	539	0	0
2020.04.13	21:45:00	1.09186	1.09235	1.09169	1.09219	789	0	0
2020.04.13	22:00:00	1.09220	1.09238	1.09165	1.09171	695	0	0
2020.04.13	22:15:00	1.09170	1.09187	1.09125	1.09139	719	0	0
2020.04.13	22:30:00	1.09139	1.09164	1.09132	1.09151	591	0	0
2020.04.13	22:45:00	1.09151	1.09193	1.09150	1.09169	692	0	0
2020.04.13	23:00:00	1.09169	1.09173	1.09126	1.09140	481	0	0
2020.04.13	23:15:00	1.09140	1.09150	1.09097	1.09103	321	0	0
2020.04.13	23:30:00	1.09103	1.09134	1.09102	1.09106	439	0	0
2020.04.13	23:45:00	1.09105	1.09120	1.09074	1.09120	464	0	1
2020.04.14	00:00:00	1.09120	1.09120	1.09049	1.09100	83	0	32
2020.04.14	00:15:00	1.09084	1.09133	1.09004	1.09058	788	0	3
2020.04.14	00:30:00	1.09058	1.09140	1.08987	1.09108	1453	0	27
2020.04.14	00:45:00	1.09046	1.09125	1.09038	1.09050	1574	0	17
2020.04.14	01:00:00	1.09050	1.09118	1.09050	1.09103	460	0	2
2020.04.14	01:15:00	1.09103	1.09108	1.09090	1.09105	291	0	2
2020.04.14	01:30:00	1.09105	1.09135	1.09093	1.09132	522	0	3
2020.04.14	01:45:00	1.09132	1.09158	1.09125	1.09148	395	0	2
2020.04.14	02:00:00	1.09148	1.09193	1.09145	1.09183	379	0	2
2020.04.14	02:15:00	1.09183	1.09183	1.09160	1.09175	408	0	1
2020.04.14	02:30:00	1.09175	1.09203	1.09168	1.09200	498	0	1
2020.04.14	02:45:00	1.09200	1.09260	1.09190	1.09198	665	0	0
2020.04.14	03:00:00	1.09198	1.09275	1.09176	1.09237	1096	0	0
2020.04.14	03:15:00	1.09237	1.09249	1.09165	1.09188	830	0	1
2020.04.14	03:30:00	1.09188	1.09204	1.09163	1.09180	649	0	1
2020.04.14	03:45:00	1.09180	1.09255	1.09167	1.09230	1074	0	1
2020.04.14	04:00:00	1.09230	1.09239	1.09188	1.09188	857	0	0
2020.04.14	04:15:00	1.09188	1.09239	1.09166	1.09217	1038	0	1
2020.04.14	04:30:00	1.09219	1.09258	1.09203	1.09256	1087	0	1
2020.04.14	04:45:00	1.09256	1.09385	1.09255	1.09370	1585	0	0
2020.04.14	05:00:00	1.09370	1.09445	1.09364	1.09389	2155	0	0
2020.04.14	05:15:00	1.09389	1.09412	1.09380	1.09411	1268	0	1
2020.04.14	05:30:00	1.09411	1.09444	1.09400	1.09401	966	0	0
2020.04.14	05:45:00	1.09401	1.09478	1.09394	1.09470	923	0	1
2020.04.14	06:00:00	1.09470	1.09486	1.09447	1.09467	760	0	0
2020.04.14	06:15:00	1.09466	1.09482	1.09449	1.09459	457	0	2
2020.04.14	06:30:00	1.09459	1.09468	1.09425	1.09437	545	0	0
2020.04.14	06:45:00	1.09437	1.09478	1.09435	1.09468	371	0	2
2020.04.14	07:00:00	1.09468	1.09487	1.09452	1.09468	529	0	0
2020.04.14	07:15:00	1.09468	1.09471	1.09431	1.09452	412	0	0
2020.04.14	07:30:00	1.09452	1.09462	1.09421	1.09422	321	0	1
2020.04.14	07:45:00	1.09422	1.09450	1.09410	1.09435	561	0	2
2020.04.14	08:00:00	1.09435	1.09451	1.09375	1.09393	746	0	0
2020.04.14	08:15:00	1.09393	1.09409	1.09374	1.09387	550	0	0
2020.04.14	08:30:00	1.09387	1.09470	1.09385	1.09447	753	0	0
2020.04.14	08:45:00	1.09446	1.09471	1.09384	1.09387	809	0	0
2020.04.14	09:00:00	1.09387	1.09428	1.09326	1.09350	1519	0	0
2020.04.14	09:15:00	1.09350	1.09359	1.09274	1.09341	1656	0	0
2020.04.14	09:30:00	1.09341	1.09381	1.09276	1.09298	1108	0	0
2020.04.14	09:45:00	1.09298	1.09298	1.09241	1.09287	1477	0	0
2020.04.14	10:00:00	1.09287	1.09375	1.09248	1.09347	1938	0	0
2020.04.14	10:15:00	1.09347	1.09357	1.09292	1.09316	1453	0	0
2020.04.14	10:30:00	1.09316	1.09322	1.09246	1.09303	1105	0	0
2020.04.14	10:45:00	1.09303	1.09349	1.09273	1.09315	1078	0	0
2020.04.14	11:00:00	1.09315	1.09328	1.09184	1.09194	1296	0	0
2020.04.14	11:15:00	1.09194	1.09209	1.09150	1.09189	1203	0	0
2020.04.14	11:30:00	1.09189	1.09251	1.09154	1.09238	1183	0	0
2020.04.14	11:45:00	1.09237	1.09274	1.09155	1.09228	1403	0	0
2020.04.14	12:00:00	1.09228	1.09289	1.09198	1.09285	1304	0	0
2020.04.14	12:15:00	1.09285	1.09414	1.09263	1.09400	1259	0	0
2020.04.14	12:30:00	1.09400	1.09529	1.09385	1.09523	1488	0	0
2020.04.14	12:45:00	1.09523	1.09574	1.09454	1.09460	1480	0	0
2020.04.14	13:00:00	1.09460	1.09506	1.09428	1.09439	1278	0	0
2020.04.14	13:15:00	1.09439	1.09470	1.09393	1.09459	1093	0	0
2020.04.14	13:30:00	1.09459	1.09475	1.09410	1.09422	937	0	0
2020.04.14	13:45:00	1.09422	1.09448	1.09375	1.09434	1207	0	0
2020.04.14	14:00:00	1.09434	1.09485	1.09416	1.09472	1141	0	0
2020.04.14	14:15:00	1.09472	1.09493	1.09411	1.09472	1064	0	0
2020.04.14	14:30:00	1.09472	1.09554	1.09468	1.09499	1396	0	0
2020.04.14	14:45:00	1.09499	1.09657	1.09496	1.09637	1877	0	0
2020.04.14	15:00:00	1.09637	1.09669	1.09584	1.09626	2644	0	0
2020.04.14	15:15:00	1.09627	1.09695	1.09562	1.09685	2420	0	0
2020.04.14	15:30:00	1.09685	1.09760	1.09629	1.09720	2384	0	0
2020.04.14	15:45:00	1.09720	1.09748	1.09652	1.09708	1508	0	0
2020.04.14	16:00:00	1.09708	1.09709	1.09564	1.09625	1883	0	0
2020.04.14	16:15:00	1.09625	1.09637	1.09551	1.09559	1817	0	0
2020.04.14	16:30:00	1.09559	1.09650	1.09551	1.09619	2042	0	0
2020.04.14	16:45:00	1.09619	1.09632	1.09557	1.09603	2300	0	0
2020.04.14	17:00:00	1.09603	1.09708	1.09600	1.09706	2059	0	0
2020.04.14	17:15:00	1.09706	1.09768	1.09641	1.09651	2216	0	0
2020.04.14	17:30:00	1.09651	1.09762	1.09649	1.09760	1810	0	0
2020.04.14	17:45:00	1.09760	1.09840	1.09663	1.09686	2535	0	0
2020.04.14	18:00:00	1.09686	1.09702	1.09563	1.09602	2210	0	0
2020.04.14	18:15:00	1.09602	1.09632	1.09549	1.09551	1530	0	0
2020.04.14	18:30:00	1.09551	1.09647	1.09550	1.09642	1274	0	0
2020.04.14	18:45:00	1.09642	1.09702	1.09639	1.09699	1291	0	0
2020.04.14	19:00:00	1.09699	1.09711	1.09647	1.09659	1255	0	0
2020.04.14	19:15:00	1.09659	1.09731	1.09657	1.09703	1070	0	0
2020.04.14	19:30:00	1.09703	1.09727	1.09665	1.09706	882	0	0
2020.04.14	19:45:00	1.09705	1.09705	1.09613	1.09654	1620	0	0
2020.04.14	20:00:00	1.09650	1.09720	1.09644	1.09714	1140	0	0
2020.04.14	20:15:00	1.09714	1.09735	1.09640	1.09640	890	0	0
2020.04.14	20:30:00	1.09640	1.09676	1.09639	1.09642	887	0	0
2020.04.14	20:45:00	1.09642	1.09839	1.09642	1.09836	1598	0	0
2020.04.14	21:00:00	1.09835	1.09836	1.09725	1.09739	1290	0	0
2020.04.14	21:15:00	1.09739	1.09844	1.09705	1.09813	1686	0	0
2020.04.14	21:30:00	1.09813	1.09818	1.09730	1.09766	1228	0	0
2020.04.14	21:45:00	1.09766	1.09836	1.09755	1.09809	1358	0	0
2020.04.14	22:00:00	1.09809	1.09835	1.09785	1.09815	1437	0	0
2020.04.14	22:15:00	1.09815	1.09870	1.09795	1.09849	900	0	0
2020.04.14	22:30:00	1.09849	1.09855	1.09807	1.09816	793	0	0
2020.04.14	22:45:00	1.09816	1.09861	1.09803	1.09856	944	0	0
2020.04.14	23:00:00	1.09856	1.09866	1.09830	1.09854	797	0	0
2020.04.14	23:15:00	1.09854	1.09855	1.09798	1.09812	434	0	0
2020.04.14	23:30:00	1.09812	1.09838	1.09794	1.09819	573	0	0
2020.04.14	23:45:00	1.09819	1.09832	1.09782	1.09798	557	0	0
2020.04.15	00:00:00	1.09794	1.09863	1.09767	1.09861	180	0	1
2020.04.15	00:15:00	1.09861	1.09907	1.09816	1.09857	321	0	0
2020.04.15	00:30:00	1.09857	1.09872	1.09832	1.09856	418	0	14
2020.04.15	00:45:00	1.09856	1.09878	1.09807	1.09820	868	0	1
2020.04.15	01:00:00	1.09820	1.09845	1.09819	1.09835	370	0	2
2020.04.15	01:15:00	1.09835	1.09895	1.09830	1.09839	523	0	1
2020.04.15	01:30:00	1.09839	1.09842	1.09825	1.09831	227	0	3
2020.04.15	01:45:00	1.09832	1.09843	1.09826	1.09836	273	0	1
2020.04.15	02:00:00	1.09836	1.09856	1.09831	1.09843	279	0	1
2020.04.15	02:15:00	1.09844	1.09856	1.09836	1.09842	267	0	3
2020.04.15	02:30:00	1.09842	1.09879	1.09832	1.09868	382	0	1
2020.04.15	02:45:00	1.09868	1.09871	1.09833	1.09833	228	0	2
2020.04.15	03:00:00	1.09833	1.09834	1.09807	1.09811	538	0	1
2020.04.15	03:15:00	1.09810	1.09829	1.09806	1.09808	619	0	0
2020.04.15	03:30:00	1.09808	1.09822	1.09804	1.09816	520	0	1
2020.04.15	03:45:00	1.09816	1.09872	1.09807	1.09859	826	0	0
2020.04.15	04:00:00	1.09859	1.09864	1.09815	1.09825	679	0	1
2020.04.15	04:15:00	1.09825	1.09854	1.09805	1.09820	657	0	1
2020.04.15	04:30:00	1.09820	1.09835	1.09814	1.09827	583	0	1
2020.04.15	04:45:00	1.09827	1.09866	1.09812	1.09862	440	0	1
2020.04.15	05:00:00	1.09862	1.09871	1.09845	1.09857	272	0	1
2020.04.15	05:15:00	1.09857	1.09857	1.09834	1.09846	396	0	1
2020.04.15	05:30:00	1.09846	1.09848	1.09799	1.09819	423	0	0
2020.04.15	05:45:00	1.09819	1.09831	1.09802	1.09811	352	0	2
2020.04.15	06:00:00	1.09811	1.09819	1.09801	1.09806	381	0	2
2020.04.15	06:15:00	1.09806	1.09809	1.09788	1.09790	346	0	1
2020.04.15	06:30:00	1.09790	1.09791	1.09744	1.09757	280	0	0
2020.04.15	06:45:00	1.09757	1.09793	1.09747	1.09771	424	0	1
2020.04.15	07:00:00	1.09771	1.09789	1.09748	1.09749	250	0	1
2020.04.15	07:15:00	1.09749	1.09771	1.09732	1.09751	293	0	0
2020.04.15	07:30:00	1.09750	1.09751	1.09734	1.09743	218	0	1
2020.04.15	07:45:00	1.09743	1.09755	1.09733	1.09751	266	0	1
2020.04.15	08:00:00	1.09751	1.09754	1.09731	1.09732	195	0	1
