<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.07	22:45:00	1.11434	1.11437	1.11421	1.11437	199	0	2
2020.01.07	23:00:00	1.11437	1.11462	1.11437	1.11458	158	0	2
2020.01.07	23:15:00	1.11458	1.11464	1.11451	1.11456	115	0	2
2020.01.07	23:30:00	1.11456	1.11483	1.11455	1.11457	216	0	2
2020.01.07	23:45:00	1.11456	1.11536	1.11450	1.11526	490	0	2
2020.01.08	00:00:00	1.11529	1.11536	1.11476	1.11479	225	0	2
2020.01.08	00:15:00	1.11492	1.11515	1.11479	1.11488	162	0	4
2020.01.08	00:30:00	1.11488	1.11489	1.11450	1.11473	199	0	5
2020.01.08	00:45:00	1.11479	1.11494	1.11439	1.11473	318	0	4
2020.01.08	01:00:00	1.11473	1.11503	1.11460	1.11489	216	0	3
2020.01.08	01:15:00	1.11489	1.11539	1.11484	1.11522	460	0	1
2020.01.08	01:30:00	1.11522	1.11522	1.11486	1.11494	461	0	1
2020.01.08	01:45:00	1.11494	1.11543	1.11475	1.11538	569	0	1
2020.01.08	02:00:00	1.11537	1.11681	1.11524	1.11671	1213	0	1
2020.01.08	02:15:00	1.11671	1.11671	1.11598	1.11624	1211	0	1
2020.01.08	02:30:00	1.11624	1.11654	1.11601	1.11604	1015	0	1
2020.01.08	02:45:00	1.11604	1.11624	1.11585	1.11585	666	0	1
2020.01.08	03:00:00	1.11585	1.11631	1.11585	1.11610	890	0	2
2020.01.08	03:15:00	1.11609	1.11622	1.11584	1.11589	593	0	2
2020.01.08	03:30:00	1.11589	1.11625	1.11564	1.11565	694	0	1
2020.01.08	03:45:00	1.11565	1.11586	1.11548	1.11556	698	0	1
2020.01.08	04:00:00	1.11556	1.11566	1.11539	1.11546	734	0	2
2020.01.08	04:15:00	1.11546	1.11570	1.11539	1.11551	403	0	1
2020.01.08	04:30:00	1.11551	1.11551	1.11531	1.11533	606	0	1
2020.01.08	04:45:00	1.11533	1.11613	1.11530	1.11586	666	0	1
2020.01.08	05:00:00	1.11585	1.11591	1.11565	1.11571	364	0	2
2020.01.08	05:15:00	1.11571	1.11585	1.11564	1.11570	574	0	2
2020.01.08	05:30:00	1.11570	1.11581	1.11550	1.11552	348	0	2
2020.01.08	05:45:00	1.11554	1.11557	1.11535	1.11546	196	0	2
2020.01.08	06:00:00	1.11546	1.11557	1.11540	1.11552	238	0	3
2020.01.08	06:15:00	1.11551	1.11556	1.11505	1.11505	173	0	2
2020.01.08	06:30:00	1.11505	1.11506	1.11475	1.11480	146	0	2
2020.01.08	06:45:00	1.11480	1.11482	1.11451	1.11476	268	0	1
2020.01.08	07:00:00	1.11476	1.11493	1.11475	1.11475	424	0	2
2020.01.08	07:15:00	1.11475	1.11497	1.11472	1.11492	252	0	3
2020.01.08	07:30:00	1.11492	1.11512	1.11492	1.11501	256	0	2
2020.01.08	07:45:00	1.11501	1.11501	1.11478	1.11490	291	0	2
2020.01.08	08:00:00	1.11489	1.11509	1.11484	1.11490	238	0	2
2020.01.08	08:15:00	1.11490	1.11538	1.11484	1.11528	329	0	2
2020.01.08	08:30:00	1.11530	1.11533	1.11507	1.11520	317	0	2
2020.01.08	08:45:00	1.11522	1.11531	1.11485	1.11500	410	0	2
2020.01.08	09:00:00	1.11500	1.11547	1.11457	1.11476	851	0	1
2020.01.08	09:15:00	1.11479	1.11507	1.11446	1.11452	628	0	1
2020.01.08	09:30:00	1.11452	1.11517	1.11431	1.11506	773	0	1
2020.01.08	09:45:00	1.11506	1.11548	1.11505	1.11511	682	0	1
2020.01.08	10:00:00	1.11511	1.11532	1.11314	1.11427	1047	0	1
2020.01.08	10:15:00	1.11427	1.11439	1.11310	1.11373	1064	0	1
2020.01.08	10:30:00	1.11373	1.11373	1.11301	1.11353	855	0	1
2020.01.08	10:45:00	1.11353	1.11373	1.11337	1.11351	669	0	1
2020.01.08	11:00:00	1.11348	1.11354	1.11253	1.11267	688	0	1
2020.01.08	11:15:00	1.11267	1.11353	1.11265	1.11350	616	0	1
2020.01.08	11:30:00	1.11350	1.11447	1.11341	1.11417	606	0	1
2020.01.08	11:45:00	1.11417	1.11423	1.11379	1.11384	516	0	1
2020.01.08	12:00:00	1.11382	1.11385	1.11325	1.11339	800	0	1
2020.01.08	12:15:00	1.11339	1.11348	1.11300	1.11307	467	0	1
2020.01.08	12:30:00	1.11307	1.11327	1.11277	1.11327	427	0	1
2020.01.08	12:45:00	1.11327	1.11328	1.11253	1.11273	531	0	1
2020.01.08	13:00:00	1.11273	1.11309	1.11269	1.11280	324	0	1
2020.01.08	13:15:00	1.11281	1.11297	1.11197	1.11286	693	0	1
2020.01.08	13:30:00	1.11286	1.11305	1.11246	1.11287	515	0	1
2020.01.08	13:45:00	1.11287	1.11310	1.11248	1.11272	555	0	1
2020.01.08	14:00:00	1.11271	1.11309	1.11250	1.11292	553	0	1
2020.01.08	14:15:00	1.11292	1.11303	1.11220	1.11247	424	0	1
2020.01.08	14:30:00	1.11247	1.11262	1.11218	1.11229	516	0	1
2020.01.08	14:45:00	1.11227	1.11244	1.11137	1.11166	755	0	1
2020.01.08	15:00:00	1.11166	1.11193	1.11123	1.11151	783	0	1
2020.01.08	15:15:00	1.11156	1.11179	1.11110	1.11147	952	0	1
2020.01.08	15:30:00	1.11147	1.11198	1.11145	1.11161	499	0	2
2020.01.08	15:45:00	1.11161	1.11222	1.11156	1.11199	560	0	1
2020.01.08	16:00:00	1.11199	1.11226	1.11174	1.11214	556	0	1
2020.01.08	16:15:00	1.11214	1.11247	1.11200	1.11247	419	0	1
2020.01.08	16:30:00	1.11247	1.11268	1.11175	1.11183	696	0	1
2020.01.08	16:45:00	1.11183	1.11253	1.11175	1.11245	515	0	1
2020.01.08	17:00:00	1.11243	1.11308	1.11224	1.11300	577	0	1
2020.01.08	17:15:00	1.11300	1.11305	1.11223	1.11238	620	0	1
2020.01.08	17:30:00	1.11237	1.11239	1.11159	1.11224	708	0	1
2020.01.08	17:45:00	1.11222	1.11226	1.11152	1.11197	682	0	1
2020.01.08	18:00:00	1.11197	1.11201	1.11112	1.11136	538	0	1
2020.01.08	18:15:00	1.11137	1.11148	1.11086	1.11113	487	0	1
2020.01.08	18:30:00	1.11113	1.11167	1.11101	1.11164	1501	0	1
2020.01.08	18:45:00	1.11164	1.11179	1.11101	1.11162	856	0	2
2020.01.08	19:00:00	1.11164	1.11258	1.11155	1.11219	984	0	1
2020.01.08	19:15:00	1.11218	1.11233	1.11187	1.11207	629	0	1
2020.01.08	19:30:00	1.11207	1.11217	1.11136	1.11146	506	0	1
2020.01.08	19:45:00	1.11145	1.11182	1.11132	1.11179	367	0	2
2020.01.08	20:00:00	1.11178	1.11178	1.11104	1.11123	600	0	1
2020.01.08	20:15:00	1.11124	1.11148	1.11109	1.11146	446	0	2
2020.01.08	20:30:00	1.11146	1.11157	1.11129	1.11141	318	0	2
2020.01.08	20:45:00	1.11141	1.11145	1.11106	1.11131	222	0	2
2020.01.08	21:00:00	1.11131	1.11140	1.11100	1.11108	254	0	2
2020.01.08	21:15:00	1.11108	1.11110	1.11082	1.11102	182	0	2
2020.01.08	21:30:00	1.11102	1.11119	1.11099	1.11103	242	0	2
2020.01.08	21:45:00	1.11103	1.11127	1.11098	1.11110	291	0	2
2020.01.08	22:00:00	1.11112	1.11119	1.11098	1.11108	265	0	2
2020.01.08	22:15:00	1.11108	1.11119	1.11104	1.11113	132	0	1
2020.01.08	22:30:00	1.11113	1.11119	1.11104	1.11108	218	0	2
2020.01.08	22:45:00	1.11109	1.11147	1.11106	1.11118	839	0	2
2020.01.08	23:00:00	1.11118	1.11126	1.11083	1.11083	255	0	2
2020.01.08	23:15:00	1.11084	1.11099	1.11084	1.11093	75	0	3
2020.01.08	23:30:00	1.11093	1.11093	1.11083	1.11084	97	0	2
2020.01.08	23:45:00	1.11084	1.11084	1.11016	1.11053	370	0	2
2020.01.09	00:00:00	1.11053	1.11077	1.11033	1.11068	197	0	3
2020.01.09	00:15:00	1.11064	1.11132	1.11064	1.11105	178	0	2
2020.01.09	00:30:00	1.11099	1.11104	1.11086	1.11102	94	0	7
2020.01.09	00:45:00	1.11102	1.11131	1.11088	1.11095	101	0	5
2020.01.09	01:00:00	1.11097	1.11097	1.11072	1.11083	105	0	2
2020.01.09	01:15:00	1.11083	1.11104	1.11081	1.11102	76	0	3
2020.01.09	01:30:00	1.11102	1.11114	1.11097	1.11107	82	0	2
2020.01.09	01:45:00	1.11107	1.11129	1.11107	1.11129	104	0	3
2020.01.09	02:00:00	1.11129	1.11143	1.11092	1.11117	504	0	1
2020.01.09	02:15:00	1.11117	1.11134	1.11099	1.11133	324	0	3
2020.01.09	02:30:00	1.11133	1.11157	1.11132	1.11142	220	0	2
2020.01.09	02:45:00	1.11142	1.11142	1.11122	1.11132	284	0	2
2020.01.09	03:00:00	1.11132	1.11149	1.11126	1.11137	287	0	2
2020.01.09	03:15:00	1.11137	1.11139	1.11111	1.11133	237	0	3
2020.01.09	03:30:00	1.11133	1.11184	1.11131	1.11182	369	0	2
2020.01.09	03:45:00	1.11182	1.11193	1.11171	1.11173	318	0	2
2020.01.09	04:00:00	1.11173	1.11189	1.11171	1.11188	256	0	3
2020.01.09	04:15:00	1.11188	1.11188	1.11152	1.11160	148	0	3
2020.01.09	04:30:00	1.11160	1.11173	1.11152	1.11153	160	0	2
2020.01.09	04:45:00	1.11153	1.11159	1.11145	1.11152	151	0	2
2020.01.09	05:00:00	1.11152	1.11153	1.11141	1.11152	150	0	1
2020.01.09	05:15:00	1.11152	1.11161	1.11151	1.11159	187	0	3
2020.01.09	05:30:00	1.11159	1.11174	1.11159	1.11173	79	0	2
2020.01.09	05:45:00	1.11173	1.11178	1.11152	1.11153	136	0	2
2020.01.09	06:00:00	1.11152	1.11157	1.11131	1.11133	117	0	2
2020.01.09	06:15:00	1.11133	1.11137	1.11126	1.11136	62	0	2
2020.01.09	06:30:00	1.11136	1.11157	1.11132	1.11157	112	0	2
2020.01.09	06:45:00	1.11157	1.11157	1.11142	1.11153	120	0	3
2020.01.09	07:00:00	1.11153	1.11157	1.11150	1.11152	131	0	2
2020.01.09	07:15:00	1.11152	1.11170	1.11150	1.11167	131	0	3
2020.01.09	07:30:00	1.11167	1.11174	1.11161	1.11162	97	0	2
2020.01.09	07:45:00	1.11162	1.11189	1.11161	1.11182	199	0	1
2020.01.09	08:00:00	1.11181	1.11189	1.11162	1.11166	256	0	3
2020.01.09	08:15:00	1.11166	1.11167	1.11146	1.11147	168	0	3
2020.01.09	08:30:00	1.11147	1.11156	1.11112	1.11121	350	0	2
2020.01.09	08:45:00	1.11121	1.11152	1.11110	1.11122	401	0	1
2020.01.09	09:00:00	1.11122	1.11148	1.11111	1.11131	554	0	1
2020.01.09	09:15:00	1.11131	1.11164	1.11124	1.11155	369	0	2
2020.01.09	09:30:00	1.11155	1.11200	1.11147	1.11189	514	0	2
2020.01.09	09:45:00	1.11189	1.11203	1.11131	1.11152	555	0	2
2020.01.09	10:00:00	1.11151	1.11162	1.11051	1.11072	570	0	1
2020.01.09	10:15:00	1.11072	1.11117	1.11066	1.11116	612	0	1
2020.01.09	10:30:00	1.11116	1.11159	1.11106	1.11156	423	0	2
2020.01.09	10:45:00	1.11156	1.11176	1.11136	1.11172	445	0	2
2020.01.09	11:00:00	1.11172	1.11190	1.11128	1.11145	657	0	1
2020.01.09	11:15:00	1.11145	1.11145	1.11103	1.11105	532	0	1
2020.01.09	11:30:00	1.11104	1.11111	1.11020	1.11038	654	0	1
2020.01.09	11:45:00	1.11038	1.11065	1.10983	1.10993	924	0	1
2020.01.09	12:00:00	1.10994	1.11021	1.10965	1.11013	604	0	1
2020.01.09	12:15:00	1.11013	1.11039	1.10995	1.11037	343	0	2
2020.01.09	12:30:00	1.11037	1.11116	1.11030	1.11106	448	0	1
2020.01.09	12:45:00	1.11106	1.11113	1.11083	1.11095	420	0	1
2020.01.09	13:00:00	1.11095	1.11126	1.11095	1.11114	318	0	1
2020.01.09	13:15:00	1.11114	1.11116	1.11083	1.11099	454	0	1
2020.01.09	13:30:00	1.11100	1.11107	1.11040	1.11040	237	0	1
2020.01.09	13:45:00	1.11040	1.11098	1.11034	1.11046	339	0	2
2020.01.09	14:00:00	1.11046	1.11126	1.11033	1.11120	432	0	1
2020.01.09	14:15:00	1.11120	1.11127	1.11093	1.11110	567	0	1
2020.01.09	14:30:00	1.11110	1.11166	1.11109	1.11119	534	0	1
2020.01.09	14:45:00	1.11119	1.11157	1.11106	1.11135	531	0	1
2020.01.09	15:00:00	1.11135	1.11143	1.11074	1.11094	522	0	1
2020.01.09	15:15:00	1.11094	1.11121	1.11059	1.11115	629	0	1
2020.01.09	15:30:00	1.11115	1.11140	1.11109	1.11137	432	0	1
2020.01.09	15:45:00	1.11139	1.11173	1.11118	1.11148	596	0	1
2020.01.09	16:00:00	1.11149	1.11149	1.11080	1.11102	530	0	2
2020.01.09	16:15:00	1.11102	1.11102	1.11038	1.11062	424	0	1
2020.01.09	16:30:00	1.11062	1.11087	1.11046	1.11082	491	0	1
2020.01.09	16:45:00	1.11082	1.11101	1.11073	1.11083	459	0	1
2020.01.09	17:00:00	1.11082	1.11106	1.11058	1.11104	449	0	1
2020.01.09	17:15:00	1.11104	1.11106	1.11023	1.11062	485	0	1
2020.01.09	17:30:00	1.11063	1.11063	1.10923	1.11002	533	0	1
2020.01.09	17:45:00	1.11003	1.11035	1.10945	1.11022	1026	0	1
2020.01.09	18:00:00	1.11023	1.11024	1.10946	1.10966	622	0	1
2020.01.09	18:15:00	1.10966	1.10979	1.10935	1.10979	361	0	1
2020.01.09	18:30:00	1.10979	1.11030	1.10976	1.11025	460	0	1
2020.01.09	18:45:00	1.11025	1.11060	1.11015	1.11059	423	0	1
2020.01.09	19:00:00	1.11059	1.11080	1.11037	1.11080	410	0	1
2020.01.09	19:15:00	1.11081	1.11095	1.11048	1.11091	302	0	2
2020.01.09	19:30:00	1.11091	1.11112	1.11058	1.11059	276	0	2
2020.01.09	19:45:00	1.11059	1.11075	1.11046	1.11046	217	0	2
2020.01.09	20:00:00	1.11046	1.11060	1.11034	1.11053	264	0	1
2020.01.09	20:15:00	1.11053	1.11087	1.11050	1.11071	488	0	1
2020.01.09	20:30:00	1.11071	1.11082	1.11046	1.11067	384	0	2
2020.01.09	20:45:00	1.11067	1.11077	1.11050	1.11050	309	0	2
2020.01.09	21:00:00	1.11050	1.11087	1.11049	1.11085	215	0	1
2020.01.09	21:15:00	1.11085	1.11097	1.11081	1.11088	120	0	1
2020.01.09	21:30:00	1.11087	1.11094	1.11071	1.11080	137	0	2
2020.01.09	21:45:00	1.11080	1.11086	1.11058	1.11059	200	0	2
2020.01.09	22:00:00	1.11059	1.11073	1.11049	1.11062	189	0	2
2020.01.09	22:15:00	1.11062	1.11071	1.11054	1.11054	231	0	2
2020.01.09	22:30:00	1.11054	1.11065	1.11044	1.11047	224	0	2
2020.01.09	22:45:00	1.11047	1.11065	1.11038	1.11062	185	0	1
2020.01.09	23:00:00	1.11062	1.11068	1.11044	1.11049	123	0	1
2020.01.09	23:15:00	1.11049	1.11050	1.11033	1.11037	89	0	2
2020.01.09	23:30:00	1.11037	1.11057	1.11037	1.11054	52	0	3
2020.01.09	23:45:00	1.11053	1.11069	1.11046	1.11051	240	0	2
2020.01.10	00:00:00	1.11051	1.11061	1.11017	1.11050	255	0	4
2020.01.10	00:15:00	1.11050	1.11064	1.11039	1.11049	113	0	6
2020.01.10	00:30:00	1.11049	1.11053	1.11038	1.11052	95	0	5
2020.01.10	00:45:00	1.11052	1.11065	1.11052	1.11064	69	0	5
2020.01.10	01:00:00	1.11064	1.11075	1.11064	1.11074	98	0	1
2020.01.10	01:15:00	1.11074	1.11076	1.11065	1.11070	96	0	3
2020.01.10	01:30:00	1.11069	1.11074	1.11062	1.11067	92	0	2
2020.01.10	01:45:00	1.11068	1.11092	1.11068	1.11092	114	0	2
2020.01.10	02:00:00	1.11092	1.11093	1.11067	1.11067	190	0	2
2020.01.10	02:15:00	1.11067	1.11073	1.11066	1.11069	117	0	1
2020.01.10	02:30:00	1.11069	1.11091	1.11062	1.11063	311	0	2
2020.01.10	02:45:00	1.11064	1.11078	1.11061	1.11070	247	0	1
2020.01.10	03:00:00	1.11070	1.11071	1.11058	1.11061	175	0	3
2020.01.10	03:15:00	1.11061	1.11069	1.11055	1.11062	137	0	3
2020.01.10	03:30:00	1.11062	1.11072	1.11045	1.11048	127	0	2
2020.01.10	03:45:00	1.11048	1.11050	1.11021	1.11041	212	0	2
2020.01.10	04:00:00	1.11041	1.11052	1.11036	1.11048	182	0	2
2020.01.10	04:15:00	1.11048	1.11051	1.11035	1.11042	215	0	1
2020.01.10	04:30:00	1.11042	1.11051	1.11035	1.11046	112	0	3
2020.01.10	04:45:00	1.11046	1.11082	1.11046	1.11079	133	0	2
2020.01.10	05:00:00	1.11079	1.11080	1.11071	1.11074	92	0	2
2020.01.10	05:15:00	1.11074	1.11086	1.11071	1.11071	116	0	2
2020.01.10	05:30:00	1.11071	1.11082	1.11070	1.11076	113	0	3
2020.01.10	05:45:00	1.11076	1.11082	1.11074	1.11081	101	0	3
2020.01.10	06:00:00	1.11081	1.11082	1.11064	1.11082	153	0	2
2020.01.10	06:15:00	1.11082	1.11089	1.11070	1.11085	137	0	2
2020.01.10	06:30:00	1.11085	1.11110	1.11077	1.11080	117	0	1
2020.01.10	06:45:00	1.11080	1.11080	1.11070	1.11074	49	0	3
2020.01.10	07:00:00	1.11074	1.11081	1.11071	1.11079	116	0	2
2020.01.10	07:15:00	1.11079	1.11090	1.11076	1.11090	102	0	1
2020.01.10	07:30:00	1.11090	1.11095	1.11079	1.11090	129	0	2
2020.01.10	07:45:00	1.11090	1.11100	1.11083	1.11089	141	0	3
2020.01.10	08:00:00	1.11089	1.11099	1.11087	1.11094	92	0	3
2020.01.10	08:15:00	1.11094	1.11100	1.11075	1.11083	129	0	3
2020.01.10	08:30:00	1.11083	1.11083	1.11067	1.11074	138	0	3
2020.01.10	08:45:00	1.11074	1.11091	1.11070	1.11091	132	0	2
2020.01.10	09:00:00	1.11091	1.11110	1.11079	1.11096	291	0	1
2020.01.10	09:15:00	1.11096	1.11096	1.11080	1.11089	207	0	2
2020.01.10	09:30:00	1.11089	1.11089	1.11045	1.11056	344	0	1
2020.01.10	09:45:00	1.11057	1.11072	1.11042	1.11070	258	0	2
2020.01.10	10:00:00	1.11069	1.11091	1.11046	1.11079	584	0	1
2020.01.10	10:15:00	1.11079	1.11082	1.11011	1.11015	347	0	1
2020.01.10	10:30:00	1.11015	1.11020	1.10935	1.10942	463	0	1
2020.01.10	10:45:00	1.10942	1.10998	1.10936	1.10994	424	0	1
2020.01.10	11:00:00	1.10994	1.10994	1.10934	1.10956	440	0	1
2020.01.10	11:15:00	1.10956	1.10968	1.10912	1.10944	522	0	1
2020.01.10	11:30:00	1.10944	1.10959	1.10938	1.10942	274	0	1
2020.01.10	11:45:00	1.10942	1.11001	1.10942	1.10964	611	0	1
2020.01.10	12:00:00	1.10963	1.10979	1.10949	1.10971	270	0	2
2020.01.10	12:15:00	1.10970	1.10984	1.10953	1.10972	364	0	1
2020.01.10	12:30:00	1.10972	1.10972	1.10910	1.10938	369	0	1
2020.01.10	12:45:00	1.10938	1.10944	1.10900	1.10927	390	0	1
2020.01.10	13:00:00	1.10923	1.10924	1.10850	1.10879	453	0	1
2020.01.10	13:15:00	1.10878	1.10923	1.10867	1.10920	320	0	2
2020.01.10	13:30:00	1.10920	1.10962	1.10920	1.10926	333	0	2
2020.01.10	13:45:00	1.10926	1.10948	1.10914	1.10931	332	0	1
2020.01.10	14:00:00	1.10929	1.10947	1.10917	1.10942	320	0	1
2020.01.10	14:15:00	1.10942	1.10953	1.10926	1.10952	230	0	1
2020.01.10	14:30:00	1.10952	1.10970	1.10949	1.10963	238	0	2
2020.01.10	14:45:00	1.10959	1.10994	1.10947	1.10983	378	0	2
2020.01.10	15:00:00	1.10983	1.10994	1.10899	1.10911	530	0	1
2020.01.10	15:15:00	1.10911	1.10949	1.10898	1.10922	583	0	1
2020.01.10	15:30:00	1.10922	1.11136	1.10922	1.11070	1907	0	1
2020.01.10	15:45:00	1.11070	1.11097	1.10947	1.10966	1145	0	1
2020.01.10	16:00:00	1.10966	1.10989	1.10919	1.10946	862	0	1
2020.01.10	16:15:00	1.10946	1.10986	1.10861	1.10964	807	0	1
2020.01.10	16:30:00	1.10964	1.11007	1.10939	1.10993	818	0	1
2020.01.10	16:45:00	1.10993	1.11033	1.10927	1.11006	647	0	1
2020.01.10	17:00:00	1.11006	1.11093	1.10981	1.11066	767	0	1
2020.01.10	17:15:00	1.11066	1.11117	1.11045	1.11085	723	0	1
2020.01.10	17:30:00	1.11082	1.11162	1.11078	1.11124	724	0	1
2020.01.10	17:45:00	1.11124	1.11178	1.11123	1.11128	833	0	1
2020.01.10	18:00:00	1.11128	1.11144	1.11110	1.11133	597	0	1
2020.01.10	18:15:00	1.11133	1.11181	1.11130	1.11155	511	0	1
2020.01.10	18:30:00	1.11154	1.11206	1.11135	1.11150	461	0	1
2020.01.10	18:45:00	1.11150	1.11192	1.11150	1.11179	324	0	2
2020.01.10	19:00:00	1.11179	1.11243	1.11179	1.11239	494	0	1
2020.01.10	19:15:00	1.11239	1.11291	1.11239	1.11258	464	0	1
2020.01.10	19:30:00	1.11258	1.11264	1.11213	1.11219	329	0	1
2020.01.10	19:45:00	1.11219	1.11227	1.11204	1.11223	288	0	2
2020.01.10	20:00:00	1.11223	1.11231	1.11193	1.11213	245	0	2
2020.01.10	20:15:00	1.11213	1.11213	1.11193	1.11205	139	0	2
2020.01.10	20:30:00	1.11205	1.11213	1.11194	1.11199	137	0	2
2020.01.10	20:45:00	1.11199	1.11214	1.11184	1.11185	153	0	1
2020.01.10	21:00:00	1.11185	1.11204	1.11172	1.11191	216	0	2
2020.01.10	21:15:00	1.11191	1.11210	1.11184	1.11206	175	0	2
2020.01.10	21:30:00	1.11206	1.11221	1.11206	1.11217	157	0	1
2020.01.10	21:45:00	1.11217	1.11231	1.11209	1.11220	187	0	2
2020.01.10	22:00:00	1.11220	1.11220	1.11193	1.11206	208	0	1
2020.01.10	22:15:00	1.11206	1.11219	1.11199	1.11199	143	0	2
2020.01.10	22:30:00	1.11199	1.11219	1.11198	1.11209	146	0	2
2020.01.10	22:45:00	1.11209	1.11214	1.11197	1.11210	231	0	2
2020.01.10	23:00:00	1.11211	1.11224	1.11205	1.11205	155	0	2
2020.01.10	23:15:00	1.11205	1.11213	1.11199	1.11200	90	0	3
2020.01.10	23:30:00	1.11200	1.11220	1.11200	1.11220	78	0	4
2020.01.10	23:45:00	1.11220	1.11221	1.11204	1.11212	198	0	3
2020.01.13	00:00:00	1.11162	1.11209	1.11156	1.11203	93	0	3
2020.01.13	00:15:00	1.11202	1.11203	1.11192	1.11192	98	0	7
2020.01.13	00:30:00	1.11192	1.11196	1.11130	1.11160	182	0	1
2020.01.13	00:45:00	1.11160	1.11169	1.11128	1.11167	102	0	3
2020.01.13	01:00:00	1.11164	1.11180	1.11143	1.11179	167	0	1
2020.01.13	01:15:00	1.11179	1.11179	1.11155	1.11161	89	0	2
2020.01.13	01:30:00	1.11161	1.11161	1.11149	1.11155	105	0	3
2020.01.13	01:45:00	1.11155	1.11168	1.11155	1.11161	119	0	1
2020.01.13	02:00:00	1.11161	1.11183	1.11159	1.11180	104	0	2
2020.01.13	02:15:00	1.11180	1.11185	1.11160	1.11162	147	0	2
2020.01.13	02:30:00	1.11162	1.11175	1.11159	1.11167	98	0	2
2020.01.13	02:45:00	1.11167	1.11187	1.11166	1.11187	109	0	2
2020.01.13	03:00:00	1.11187	1.11191	1.11171	1.11188	148	0	2
2020.01.13	03:15:00	1.11189	1.11199	1.11180	1.11198	112	0	2
2020.01.13	03:30:00	1.11198	1.11201	1.11186	1.11197	148	0	3
2020.01.13	03:45:00	1.11197	1.11213	1.11196	1.11212	90	0	2
2020.01.13	04:00:00	1.11212	1.11215	1.11206	1.11208	117	0	1
2020.01.13	04:15:00	1.11208	1.11208	1.11200	1.11207	60	0	2
2020.01.13	04:30:00	1.11207	1.11232	1.11206	1.11231	107	0	2
2020.01.13	04:45:00	1.11231	1.11258	1.11225	1.11256	164	0	1
2020.01.13	05:00:00	1.11256	1.11284	1.11251	1.11283	192	0	2
2020.01.13	05:15:00	1.11283	1.11283	1.11257	1.11263	172	0	2
2020.01.13	05:30:00	1.11263	1.11281	1.11262	1.11275	117	0	3
2020.01.13	05:45:00	1.11275	1.11298	1.11275	1.11291	141	0	2
2020.01.13	06:00:00	1.11291	1.11291	1.11273	1.11283	118	0	2
2020.01.13	06:15:00	1.11282	1.11304	1.11280	1.11292	112	0	3
2020.01.13	06:30:00	1.11292	1.11301	1.11291	1.11291	73	0	3
2020.01.13	06:45:00	1.11291	1.11298	1.11271	1.11271	96	0	2
2020.01.13	07:00:00	1.11271	1.11299	1.11270	1.11293	108	0	2
2020.01.13	07:15:00	1.11293	1.11300	1.11283	1.11287	129	0	2
2020.01.13	07:30:00	1.11287	1.11300	1.11286	1.11297	89	0	3
2020.01.13	07:45:00	1.11297	1.11317	1.11295	1.11297	170	0	1
2020.01.13	08:00:00	1.11297	1.11297	1.11250	1.11259	130	0	2
2020.01.13	08:15:00	1.11258	1.11293	1.11256	1.11291	207	0	2
2020.01.13	08:30:00	1.11291	1.11292	1.11276	1.11282	97	0	2
2020.01.13	08:45:00	1.11282	1.11303	1.11281	1.11288	169	0	2
2020.01.13	09:00:00	1.11288	1.11299	1.11258	1.11279	306	0	1
2020.01.13	09:15:00	1.11279	1.11282	1.11247	1.11273	286	0	2
2020.01.13	09:30:00	1.11273	1.11297	1.11259	1.11287	374	0	1
2020.01.13	09:45:00	1.11287	1.11300	1.11221	1.11226	417	0	1
2020.01.13	10:00:00	1.11227	1.11286	1.11223	1.11242	424	0	1
2020.01.13	10:15:00	1.11242	1.11252	1.11200	1.11231	328	0	1
2020.01.13	10:30:00	1.11231	1.11278	1.11215	1.11271	390	0	1
2020.01.13	10:45:00	1.11271	1.11295	1.11243	1.11279	448	0	1
2020.01.13	11:00:00	1.11280	1.11359	1.11245	1.11245	800	0	1
2020.01.13	11:15:00	1.11245	1.11246	1.11195	1.11215	504	0	1
2020.01.13	11:30:00	1.11215	1.11215	1.11172	1.11172	569	0	1
2020.01.13	11:45:00	1.11172	1.11199	1.11147	1.11150	480	0	1
2020.01.13	12:00:00	1.11150	1.11189	1.11127	1.11171	340	0	1
2020.01.13	12:15:00	1.11171	1.11194	1.11162	1.11174	344	0	1
2020.01.13	12:30:00	1.11174	1.11187	1.11145	1.11167	386	0	1
2020.01.13	12:45:00	1.11167	1.11181	1.11149	1.11167	334	0	1
2020.01.13	13:00:00	1.11167	1.11221	1.11164	1.11211	316	0	2
2020.01.13	13:15:00	1.11211	1.11212	1.11182	1.11195	284	0	1
2020.01.13	13:30:00	1.11195	1.11205	1.11177	1.11189	306	0	1
2020.01.13	13:45:00	1.11189	1.11240	1.11175	1.11203	345	0	1
2020.01.13	14:00:00	1.11203	1.11220	1.11183	1.11213	334	0	1
2020.01.13	14:15:00	1.11213	1.11257	1.11212	1.11253	356	0	1
2020.01.13	14:30:00	1.11253	1.11261	1.11210	1.11212	365	0	1
2020.01.13	14:45:00	1.11213	1.11259	1.11191	1.11245	395	0	1
2020.01.13	15:00:00	1.11245	1.11283	1.11242	1.11264	424	0	1
2020.01.13	15:15:00	1.11263	1.11271	1.11242	1.11246	371	0	1
2020.01.13	15:30:00	1.11246	1.11248	1.11210	1.11231	524	0	1
2020.01.13	15:45:00	1.11231	1.11240	1.11182	1.11187	523	0	2
